OrderID,Date,ProductID,StoreID,CustomerID,Quantity,Discount,Revenue,Cost,Profit
ORD103378,2024-09-19,P1000,S003,C0241,3,0.05,364.37,177.93,186.44
ORD103379,2023-09-23,P1018,S007,C0346,1,0.1,61.42,49.17,12.25
ORD103380,2023-11-11,P1001,S009,C0243,1,0.0,204.36,111.14,93.22
ORD103381,2024-12-15,P1023,S007,C0083,1,0.0,88.75,50.2,38.55
ORD103382,2023-02-10,P1015,S010,C0007,1,0.05,128.54,93.09,35.45
ORD103383,2023-04-15,P1007,S001,C0227,1,0.1,41.36,31.36,10.0
ORD103384,2023-07-12,P1026,S004,C0052,2,0.1,535.19,282.46,252.73
ORD103385,2024-02-05,P1013,S012,C0075,2,0.05,113.72,67.9,45.82
ORD103386,2023-10-05,P1004,S005,C0154,2,0.0,357.08,184.32,172.76
ORD103387,2023-12-20,P1005,S011,C0248,3,0.0,52.05,23.94,28.11
ORD103388,2024-08-02,P1025,S010,C0002,1,0.05,276.29,145.59,130.7
ORD103389,2024-12-09,P1025,S015,C0160,14,0.0,4071.62,2038.26,2033.36
ORD103390,2023-09-13,P1009,S006,C0350,5,0.2,422.6,338.15,84.45
ORD103391,2024-10-12,P1026,S004,C0145,1,0.1,267.6,141.23,126.37
ORD103392,2024-10-22,P1022,S015,C0124,1,0.05,76.61,42.52,34.09
ORD103393,2023-04-09,P1000,S007,C0339,3,0.0,383.55,177.93,205.62
ORD103394,2024-08-10,P1016,S003,C0216,3,0.05,88.61,43.29,45.32
ORD103395,2023-10-09,P1015,S003,C0261,4,0.0,541.24,372.36,168.88
ORD103396,2024-02-07,P1019,S006,C0197,2,0.0,353.52,208.42,145.1
ORD103397,2023-04-19,P1012,S001,C0108,3,0.0,428.19,213.39,214.8
ORD103398,2024-11-30,P1017,S012,C0216,5,0.2,1176.12,725.1,451.02
ORD103399,2023-07-18,P1009,S010,C0122,4,0.0,422.6,270.52,152.08
ORD103400,2023-10-30,P1027,S012,C0069,3,0.0,585.84,275.1,310.74
ORD103401,2023-11-23,P1013,S001,C0391,4,0.15,203.49,135.8,67.69
ORD103402,2023-06-03,P1020,S014,C0173,6,0.2,190.18,136.2,53.98
ORD103403,2024-07-05,P1020,S008,C0003,4,0.2,126.78,90.8,35.98
ORD103404,2024-10-06,P1009,S002,C0183,4,0.2,338.08,270.52,67.56
ORD103405,2024-02-09,P1023,S004,C0057,1,0.2,71.0,50.2,20.8
ORD103406,2024-04-06,P1017,S002,C0342,2,0.15,499.85,290.04,209.81
ORD103407,2023-05-12,P1019,S003,C0073,2,0.0,353.52,208.42,145.1
ORD103408,2023-03-25,P1016,S013,C0258,4,0.2,99.49,57.72,41.77
ORD103409,2024-02-03,P1022,S007,C0351,1,0.0,80.64,42.52,38.12
ORD103410,2024-09-19,P1003,S005,C0340,2,0.0,55.82,26.84,28.98
ORD103411,2023-04-19,P1028,S004,C0240,5,0.0,131.65,89.15,42.5
ORD103412,2023-08-09,P1026,S015,C0337,3,0.05,847.39,423.69,423.7
ORD103413,2024-07-06,P1003,S008,C0304,1,0.05,26.51,13.42,13.09
ORD103414,2024-01-03,P1009,S011,C0262,1,0.0,105.65,67.63,38.02
ORD103415,2023-05-27,P1021,S013,C0079,3,0.0,63.45,29.97,33.48
ORD103416,2023-04-22,P1000,S001,C0119,7,0.1,805.46,415.17,390.29
ORD103417,2024-09-06,P1018,S002,C0345,1,0.0,68.24,49.17,19.07
ORD103418,2024-07-11,P1002,S014,C0321,2,0.0,79.58,55.24,24.34
ORD103419,2024-05-08,P1009,S012,C0381,3,0.15,269.41,202.89,66.52
ORD103420,2024-05-19,P1016,S015,C0099,4,0.0,124.36,57.72,66.64
ORD103421,2024-04-19,P1001,S004,C0209,4,0.05,776.57,444.56,332.01
ORD103422,2023-09-28,P1027,S003,C0344,2,0.0,390.56,183.4,207.16
ORD103423,2024-02-25,P1022,S009,C0088,2,0.0,161.28,85.04,76.24
ORD103424,2024-12-07,P1009,S003,C0247,3,0.15,269.41,202.89,66.52
ORD103425,2024-01-02,P1005,S006,C0356,4,0.0,69.4,31.92,37.48
ORD103426,2023-10-07,P1027,S008,C0109,3,0.1,527.26,275.1,252.16
ORD103427,2023-10-10,P1013,S009,C0399,3,0.0,179.55,101.85,77.7
ORD103428,2023-02-09,P1011,S005,C0205,4,0.0,308.76,189.44,119.32
ORD103429,2023-07-08,P1016,S003,C0327,7,0.1,195.87,101.01,94.86
ORD103430,2023-06-13,P1026,S006,C0109,3,0.15,758.19,423.69,334.5
ORD103431,2024-06-19,P1006,S006,C0198,1,0.15,159.32,125.7,33.62
ORD103432,2024-06-19,P1010,S015,C0294,4,0.2,427.52,374.88,52.64
ORD103433,2023-01-04,P1027,S005,C0142,2,0.2,312.45,183.4,129.05
ORD103434,2023-10-17,P1008,S007,C0087,6,0.0,522.3,294.72,227.58
ORD103435,2024-03-08,P1018,S003,C0061,5,0.15,290.02,245.85,44.17
ORD103436,2024-04-15,P1019,S014,C0081,1,0.2,141.41,104.21,37.2
ORD103437,2023-06-30,P1029,S012,C0336,2,0.0,36.82,23.12,13.7
ORD103438,2023-09-05,P1019,S011,C0095,3,0.15,450.74,312.63,138.11
ORD103439,2024-09-19,P1027,S012,C0234,1,0.0,195.28,91.7,103.58
ORD103440,2023-10-06,P1014,S011,C0096,6,0.0,731.82,545.4,186.42
ORD103441,2024-08-03,P1006,S007,C0180,4,0.05,712.27,502.8,209.47
ORD103442,2023-09-11,P1005,S008,C0285,8,0.1,124.92,63.84,61.08
ORD103443,2023-06-30,P1006,S012,C0302,4,0.0,749.76,502.8,246.96
ORD103444,2024-11-11,P1004,S012,C0291,1,0.1,160.69,92.16,68.53
ORD103445,2024-05-23,P1026,S009,C0097,4,0.0,1189.32,564.92,624.4
ORD103446,2024-11-30,P1017,S006,C0130,3,0.0,882.09,435.06,447.03
ORD103447,2024-07-19,P1021,S012,C0229,1,0.0,21.15,9.99,11.16
ORD103448,2023-11-22,P1028,S008,C0322,3,0.05,75.04,53.49,21.55
ORD103449,2023-12-23,P1004,S005,C0295,9,0.0,1606.86,829.44,777.42
ORD103450,2024-10-11,P1028,S009,C0384,2,0.2,42.13,35.66,6.47
ORD103451,2024-11-10,P1027,S003,C0391,7,0.0,1366.96,641.9,725.06
ORD103452,2024-01-26,P1016,S013,C0129,5,0.0,155.45,72.15,83.3
ORD103453,2024-09-06,P1022,S011,C0012,2,0.0,161.28,85.04,76.24
ORD103454,2023-03-26,P1016,S012,C0007,3,0.2,74.62,43.29,31.33
ORD103455,2023-11-13,P1028,S003,C0257,8,0.2,168.51,142.64,25.87
ORD103456,2023-07-31,P1005,S005,C0250,4,0.0,69.4,31.92,37.48
ORD103457,2024-05-29,P1029,S010,C0142,6,0.0,110.46,69.36,41.1
ORD103458,2024-01-19,P1021,S002,C0338,4,0.05,80.37,39.96,40.41
ORD103459,2024-11-21,P1025,S002,C0346,6,0.05,1657.73,873.54,784.19
ORD103460,2023-12-08,P1017,S012,C0390,8,0.0,2352.24,1160.16,1192.08
ORD103461,2023-02-07,P1018,S001,C0113,3,0.0,204.72,147.51,57.21
ORD103462,2024-05-25,P1007,S003,C0087,2,0.0,91.9,62.72,29.18
ORD103463,2024-02-24,P1002,S002,C0192,1,0.0,39.79,27.62,12.17
ORD103464,2023-06-18,P1025,S010,C0278,2,0.0,581.66,291.18,290.48
ORD103465,2023-12-09,P1018,S011,C0031,7,0.15,406.03,344.19,61.84
ORD103466,2023-11-02,P1013,S010,C0345,4,0.0,239.4,135.8,103.6
ORD103467,2024-06-25,P1015,S013,C0153,1,0.0,135.31,93.09,42.22
ORD103468,2024-12-02,P1016,S010,C0097,3,0.0,93.27,43.29,49.98
ORD103469,2024-06-20,P1025,S001,C0156,5,0.1,1308.73,727.95,580.78
ORD103470,2023-04-22,P1018,S013,C0325,3,0.1,184.25,147.51,36.74
ORD103471,2024-02-15,P1009,S001,C0094,1,0.2,84.52,67.63,16.89
ORD103472,2023-07-25,P1007,S008,C0302,3,0.0,137.85,94.08,43.77
ORD103473,2023-07-04,P1022,S001,C0338,7,0.05,536.26,297.64,238.62
ORD103474,2024-01-17,P1017,S009,C0256,2,0.15,499.85,290.04,209.81
ORD103475,2024-05-10,P1014,S001,C0113,1,0.1,109.77,90.9,18.87
ORD103476,2024-01-14,P1025,S009,C0064,2,0.0,581.66,291.18,290.48
ORD103477,2023-02-16,P1012,S008,C0319,1,0.0,142.73,71.13,71.6
ORD103478,2024-07-04,P1007,S008,C0277,1,0.0,45.95,31.36,14.59
ORD103479,2024-06-11,P1003,S011,C0241,2,0.0,55.82,26.84,28.98
ORD103480,2024-05-18,P1014,S003,C0003,6,0.1,658.64,545.4,113.24
ORD103481,2023-01-22,P1008,S012,C0147,1,0.1,78.34,49.12,29.22
ORD103482,2023-08-01,P1009,S010,C0375,7,0.0,739.55,473.41,266.14
ORD103483,2023-11-06,P1021,S008,C0040,8,0.0,169.2,79.92,89.28
ORD103484,2024-10-22,P1016,S010,C0244,2,0.15,52.85,28.86,23.99
ORD103485,2023-09-29,P1021,S007,C0211,1,0.1,19.04,9.99,9.05
ORD103486,2024-07-24,P1004,S003,C0272,1,0.2,142.83,92.16,50.67
ORD103487,2023-07-21,P1018,S013,C0268,4,0.0,272.96,196.68,76.28
ORD103488,2023-02-01,P1016,S002,C0047,1,0.05,29.54,14.43,15.11
ORD103489,2024-03-18,P1008,S015,C0045,4,0.05,330.79,196.48,134.31
ORD103490,2023-06-11,P1020,S002,C0195,1,0.15,33.68,22.7,10.98
ORD103491,2023-09-11,P1003,S010,C0400,5,0.05,132.57,67.1,65.47
ORD103492,2024-06-04,P1025,S004,C0309,2,0.1,523.49,291.18,232.31
ORD103493,2024-10-12,P1000,S012,C0032,2,0.0,255.7,118.62,137.08
ORD103494,2024-04-24,P1004,S001,C0261,5,0.0,892.7,460.8,431.9
ORD103495,2023-01-10,P1024,S015,C0335,2,0.2,197.73,168.54,29.19
ORD103496,2024-12-26,P1013,S014,C0063,1,0.15,50.87,33.95,16.92
ORD103497,2024-05-19,P1014,S010,C0142,4,0.1,439.09,363.6,75.49
ORD103498,2024-07-13,P1008,S001,C0261,6,0.1,470.07,294.72,175.35
ORD103499,2024-03-11,P1015,S011,C0174,7,0.0,947.17,651.63,295.54
ORD103500,2023-04-21,P1011,S006,C0076,2,0.0,154.38,94.72,59.66
ORD103501,2023-06-02,P1026,S010,C0105,3,0.15,758.19,423.69,334.5
ORD103502,2024-09-26,P1017,S004,C0035,6,0.2,1411.34,870.12,541.22
ORD103503,2023-04-12,P1002,S004,C0326,1,0.15,33.82,27.62,6.2
ORD103504,2023-07-10,P1023,S007,C0245,4,0.15,301.75,200.8,100.95
ORD103505,2024-12-29,P1013,S005,C0046,3,0.0,179.55,101.85,77.7
ORD103506,2024-07-16,P1013,S013,C0367,1,0.0,59.85,33.95,25.9
ORD103507,2023-03-22,P1001,S001,C0223,3,0.0,613.08,333.42,279.66
ORD103508,2024-05-03,P1012,S009,C0150,2,0.15,242.64,142.26,100.38
ORD103509,2023-03-29,P1025,S001,C0377,4,0.1,1046.99,582.36,464.63
ORD103510,2023-07-13,P1010,S011,C0398,1,0.2,106.88,93.72,13.16
ORD103511,2023-04-14,P1001,S010,C0194,3,0.05,582.43,333.42,249.01
ORD103512,2023-04-06,P1006,S012,C0271,1,0.0,187.44,125.7,61.74
ORD103513,2024-02-27,P1012,S004,C0151,1,0.2,114.18,71.13,43.05
ORD103514,2023-07-17,P1026,S004,C0115,1,0.15,252.73,141.23,111.5
ORD103515,2023-01-01,P1019,S012,C0323,2,0.0,353.52,208.42,145.1
ORD103516,2024-02-11,P1002,S001,C0261,6,0.0,238.74,165.72,73.02
ORD103517,2024-01-13,P1029,S003,C0012,3,0.2,44.18,34.68,9.5
ORD103518,2023-06-16,P1007,S012,C0193,4,0.0,183.8,125.44,58.36
ORD103519,2024-05-23,P1019,S012,C0244,1,0.0,176.76,104.21,72.55
ORD103520,2024-09-29,P1008,S008,C0216,1,0.2,69.64,49.12,20.52
ORD103521,2023-11-09,P1013,S007,C0299,8,0.1,430.92,271.6,159.32
ORD103522,2024-08-15,P1026,S011,C0215,2,0.05,564.93,282.46,282.47
ORD103523,2024-02-22,P1019,S009,C0356,1,0.15,150.25,104.21,46.04
ORD103524,2024-11-11,P1002,S008,C0208,4,0.0,159.16,110.48,48.68
ORD103525,2024-04-21,P1017,S006,C0304,2,0.0,588.06,290.04,298.02
ORD103526,2023-03-14,P1021,S012,C0181,3,0.0,63.45,29.97,33.48
ORD103527,2023-05-21,P1006,S008,C0228,4,0.2,599.81,502.8,97.01
ORD103528,2024-08-04,P1006,S008,C0352,3,0.05,534.2,377.1,157.1
ORD103529,2023-09-19,P1024,S013,C0187,2,0.0,247.16,168.54,78.62
ORD103530,2023-12-06,P1016,S004,C0320,1,0.0,31.09,14.43,16.66
ORD103531,2023-11-04,P1015,S003,C0235,3,0.0,405.93,279.27,126.66
ORD103532,2023-09-02,P1013,S008,C0180,2,0.2,95.76,67.9,27.86
ORD103533,2024-05-29,P1028,S011,C0055,4,0.05,100.05,71.32,28.73
ORD103534,2023-12-03,P1026,S005,C0096,5,0.0,1486.65,706.15,780.5
ORD103535,2024-07-28,P1018,S012,C0167,2,0.15,116.01,98.34,17.67
ORD103536,2024-07-14,P1019,S007,C0373,1,0.0,176.76,104.21,72.55
ORD103537,2023-03-17,P1024,S009,C0045,4,0.2,395.46,337.08,58.38
ORD103538,2023-06-24,P1025,S011,C0345,2,0.0,581.66,291.18,290.48
ORD103539,2023-04-19,P1018,S003,C0396,2,0.0,136.48,98.34,38.14
ORD103540,2023-07-02,P1003,S013,C0389,2,0.0,55.82,26.84,28.98
ORD103541,2023-07-11,P1010,S001,C0297,4,0.0,534.4,374.88,159.52
ORD103542,2023-03-06,P1007,S004,C0310,6,0.0,275.7,188.16,87.54
ORD103543,2024-04-18,P1005,S011,C0196,7,0.0,121.45,55.86,65.59
ORD103544,2023-04-10,P1009,S009,C0045,1,0.05,100.37,67.63,32.74
ORD103545,2024-06-27,P1019,S008,C0351,2,0.0,353.52,208.42,145.1
ORD103546,2023-05-08,P1025,S005,C0131,1,0.0,290.83,145.59,145.24
ORD103547,2024-03-27,P1017,S002,C0031,4,0.0,1176.12,580.08,596.04
ORD103548,2024-01-04,P1018,S014,C0211,5,0.2,272.96,245.85,27.11
ORD103549,2023-02-12,P1017,S001,C0061,3,0.05,837.99,435.06,402.93
ORD103550,2024-02-23,P1004,S001,C0292,1,0.2,142.83,92.16,50.67
ORD103551,2024-05-02,P1023,S012,C0380,1,0.1,79.88,50.2,29.68
ORD103552,2023-03-19,P1009,S012,C0015,4,0.0,422.6,270.52,152.08
ORD103553,2023-09-27,P1014,S002,C0150,3,0.0,365.91,272.7,93.21
ORD103554,2024-11-04,P1007,S010,C0110,4,0.0,183.8,125.44,58.36
ORD103555,2024-12-01,P1028,S008,C0282,9,0.1,213.27,160.47,52.8
ORD103556,2024-12-28,P1007,S011,C0144,1,0.15,39.06,31.36,7.7
ORD103557,2023-11-11,P1011,S010,C0252,5,0.05,366.65,236.8,129.85
ORD103558,2023-06-17,P1027,S005,C0103,1,0.05,185.52,91.7,93.82
ORD103559,2023-12-05,P1014,S010,C0358,6,0.05,695.23,545.4,149.83
ORD103560,2023-07-12,P1018,S009,C0001,7,0.2,382.14,344.19,37.95
ORD103561,2024-03-28,P1021,S012,C0157,6,0.2,101.52,59.94,41.58
ORD103562,2023-10-10,P1008,S009,C0232,3,0.0,261.15,147.36,113.79
ORD103563,2023-12-02,P1006,S015,C0137,9,0.0,1686.96,1131.3,555.66
ORD103564,2024-01-25,P1029,S007,C0399,2,0.05,34.98,23.12,11.86
ORD103565,2024-06-08,P1001,S012,C0319,6,0.0,1226.16,666.84,559.32
ORD103566,2023-08-28,P1020,S006,C0136,4,0.05,150.56,90.8,59.76
ORD103567,2024-04-27,P1025,S002,C0348,2,0.0,581.66,291.18,290.48
ORD103568,2024-10-20,P1007,S015,C0310,2,0.1,82.71,62.72,19.99
ORD103569,2024-12-16,P1005,S013,C0142,3,0.05,49.45,23.94,25.51
ORD103570,2024-08-14,P1009,S012,C0128,1,0.0,105.65,67.63,38.02
ORD103571,2024-07-08,P1011,S007,C0316,3,0.2,185.26,142.08,43.18
ORD103572,2024-04-02,P1005,S001,C0299,5,0.05,82.41,39.9,42.51
ORD103573,2023-03-30,P1012,S003,C0267,2,0.05,271.19,142.26,128.93
ORD103574,2024-10-21,P1012,S004,C0206,6,0.0,856.38,426.78,429.6
ORD103575,2023-04-05,P1005,S004,C0075,1,0.0,17.35,7.98,9.37
ORD103576,2024-03-27,P1005,S012,C0213,1,0.2,13.88,7.98,5.9
ORD103577,2024-03-03,P1017,S003,C0317,3,0.2,705.67,435.06,270.61
ORD103578,2023-05-31,P1020,S011,C0354,6,0.0,237.72,136.2,101.52
ORD103579,2024-05-28,P1009,S006,C0012,1,0.0,105.65,67.63,38.02
ORD103580,2024-01-11,P1018,S009,C0061,3,0.0,204.72,147.51,57.21
ORD103581,2023-01-22,P1012,S003,C0158,3,0.2,342.55,213.39,129.16
ORD103582,2023-11-09,P1012,S013,C0397,3,0.2,342.55,213.39,129.16
ORD103583,2024-06-02,P1000,S006,C0315,3,0.0,383.55,177.93,205.62
ORD103584,2023-07-25,P1012,S005,C0033,3,0.2,342.55,213.39,129.16
ORD103585,2024-01-10,P1019,S001,C0238,2,0.15,300.49,208.42,92.07
ORD103586,2024-03-26,P1008,S013,C0158,3,0.15,221.98,147.36,74.62
ORD103587,2024-09-17,P1017,S007,C0207,3,0.05,837.99,435.06,402.93
ORD103588,2024-08-17,P1021,S011,C0053,4,0.0,84.6,39.96,44.64
ORD103589,2023-06-28,P1027,S010,C0175,2,0.15,331.98,183.4,148.58
ORD103590,2023-07-29,P1001,S006,C0112,1,0.0,204.36,111.14,93.22
ORD103591,2024-05-14,P1013,S009,C0079,4,0.0,239.4,135.8,103.6
ORD103592,2024-04-08,P1019,S001,C0097,3,0.0,530.28,312.63,217.65
ORD103593,2023-05-04,P1010,S008,C0016,2,0.1,240.48,187.44,53.04
ORD103594,2023-04-23,P1008,S010,C0101,4,0.1,313.38,196.48,116.9
ORD103595,2023-01-12,P1013,S012,C0169,3,0.05,170.57,101.85,68.72
ORD103596,2023-05-06,P1000,S007,C0387,2,0.1,230.13,118.62,111.51
ORD103597,2024-07-18,P1001,S003,C0027,5,0.2,817.44,555.7,261.74
ORD103598,2023-11-27,P1009,S002,C0202,9,0.15,808.22,608.67,199.55
ORD103599,2023-10-10,P1014,S012,C0068,6,0.0,731.82,545.4,186.42
ORD103600,2023-05-20,P1014,S014,C0237,6,0.0,731.82,545.4,186.42
ORD103601,2024-02-05,P1002,S014,C0061,2,0.15,67.64,55.24,12.4
ORD103602,2023-04-07,P1009,S011,C0189,3,0.2,253.56,202.89,50.67
ORD103603,2024-05-31,P1003,S001,C0278,3,0.0,83.73,40.26,43.47
ORD103604,2024-07-22,P1005,S002,C0167,5,0.05,82.41,39.9,42.51
ORD103605,2023-03-10,P1003,S012,C0085,4,0.0,111.64,53.68,57.96
ORD103606,2023-04-28,P1027,S008,C0304,2,0.05,371.03,183.4,187.63
ORD103607,2023-02-28,P1019,S006,C0321,2,0.2,282.82,208.42,74.4
ORD103608,2023-02-02,P1010,S015,C0141,1,0.2,106.88,93.72,13.16
ORD103609,2023-11-14,P1017,S003,C0216,8,0.0,2352.24,1160.16,1192.08
ORD103610,2023-02-19,P1003,S006,C0225,2,0.0,55.82,26.84,28.98
ORD103611,2024-05-03,P1027,S007,C0071,2,0.0,390.56,183.4,207.16
ORD103612,2023-01-19,P1018,S009,C0029,2,0.1,122.83,98.34,24.49
ORD103613,2024-12-26,P1017,S015,C0337,1,0.0,294.03,145.02,149.01
ORD103614,2023-07-16,P1001,S009,C0362,3,0.0,613.08,333.42,279.66
ORD103615,2024-03-25,P1029,S013,C0281,1,0.0,18.41,11.56,6.85
ORD103616,2024-07-12,P1021,S001,C0375,5,0.1,95.18,49.95,45.23
ORD103617,2024-11-09,P1010,S011,C0343,7,0.1,841.68,656.04,185.64
ORD103618,2024-03-27,P1019,S006,C0016,1,0.0,176.76,104.21,72.55
ORD103619,2023-10-16,P1002,S001,C0253,3,0.0,119.37,82.86,36.51
ORD103620,2023-05-21,P1018,S003,C0186,6,0.0,409.44,295.02,114.42
ORD103621,2023-03-25,P1008,S005,C0311,7,0.2,487.48,343.84,143.64
ORD103622,2024-11-24,P1026,S009,C0150,1,0.05,282.46,141.23,141.23
ORD103623,2024-01-26,P1018,S012,C0356,5,0.0,341.2,245.85,95.35
ORD103624,2024-08-13,P1015,S006,C0278,2,0.15,230.03,186.18,43.85
ORD103625,2023-08-03,P1012,S008,C0165,1,0.0,142.73,71.13,71.6
ORD103626,2024-06-09,P1006,S015,C0310,6,0.1,1012.18,754.2,257.98
ORD103627,2023-08-03,P1020,S006,C0005,2,0.0,79.24,45.4,33.84
ORD103628,2024-02-07,P1029,S004,C0281,2,0.1,33.14,23.12,10.02
ORD103629,2023-05-08,P1002,S002,C0028,3,0.0,119.37,82.86,36.51
ORD103630,2024-04-21,P1003,S004,C0371,2,0.05,53.03,26.84,26.19
ORD103631,2024-02-08,P1013,S006,C0125,4,0.1,215.46,135.8,79.66
ORD103632,2023-01-29,P1019,S006,C0159,1,0.15,150.25,104.21,46.04
ORD103633,2023-12-04,P1004,S012,C0318,1,0.0,178.54,92.16,86.38
ORD103634,2024-12-14,P1027,S012,C0347,7,0.1,1230.26,641.9,588.36
ORD103635,2023-12-27,P1012,S002,C0343,6,0.05,813.56,426.78,386.78
ORD103636,2024-07-22,P1006,S013,C0399,4,0.1,674.78,502.8,171.98
ORD103637,2024-01-27,P1003,S015,C0282,2,0.1,50.24,26.84,23.4
ORD103638,2023-08-06,P1023,S009,C0368,3,0.2,213.0,150.6,62.4
ORD103639,2024-07-27,P1027,S006,C0383,3,0.0,585.84,275.1,310.74
ORD103640,2024-10-30,P1001,S012,C0140,5,0.1,919.62,555.7,363.92
ORD103641,2023-07-21,P1008,S006,C0266,2,0.0,174.1,98.24,75.86
ORD103642,2023-01-17,P1005,S007,C0334,3,0.0,52.05,23.94,28.11
ORD103643,2023-11-18,P1021,S001,C0186,3,0.0,63.45,29.97,33.48
ORD103644,2024-06-01,P1016,S006,C0226,3,0.0,93.27,43.29,49.98
ORD103645,2024-07-23,P1028,S005,C0095,4,0.05,100.05,71.32,28.73
ORD103646,2023-11-21,P1027,S015,C0091,4,0.0,781.12,366.8,414.32
ORD103647,2024-02-16,P1026,S012,C0049,2,0.0,594.66,282.46,312.2
ORD103648,2023-11-14,P1017,S005,C0351,1,0.15,249.93,145.02,104.91
ORD103649,2024-11-11,P1008,S008,C0392,4,0.2,278.56,196.48,82.08
ORD103650,2023-03-23,P1004,S012,C0380,1,0.0,178.54,92.16,86.38
ORD103651,2024-04-18,P1027,S011,C0150,3,0.0,585.84,275.1,310.74
ORD103652,2024-04-12,P1015,S015,C0137,5,0.0,676.55,465.45,211.1
ORD103653,2024-02-29,P1027,S011,C0222,2,0.2,312.45,183.4,129.05
ORD103654,2024-12-31,P1008,S002,C0005,8,0.15,591.94,392.96,198.98
ORD103655,2024-11-19,P1000,S015,C0200,1,0.0,127.85,59.31,68.54
ORD103656,2023-07-23,P1016,S015,C0076,2,0.05,59.07,28.86,30.21
ORD103657,2024-08-05,P1015,S013,C0153,1,0.0,135.31,93.09,42.22
ORD103658,2024-01-22,P1006,S012,C0340,1,0.15,159.32,125.7,33.62
ORD103659,2023-04-08,P1003,S008,C0332,3,0.05,79.54,40.26,39.28
ORD103660,2023-12-11,P1027,S012,C0079,6,0.1,1054.51,550.2,504.31
ORD103661,2023-07-27,P1009,S004,C0214,3,0.0,316.95,202.89,114.06
ORD103662,2024-05-28,P1027,S011,C0177,2,0.15,331.98,183.4,148.58
ORD103663,2024-09-27,P1004,S010,C0303,4,0.0,714.16,368.64,345.52
ORD103664,2024-08-08,P1004,S002,C0037,1,0.0,178.54,92.16,86.38
ORD103665,2023-06-15,P1013,S001,C0017,4,0.0,239.4,135.8,103.6
ORD103666,2023-01-22,P1000,S006,C0126,1,0.0,127.85,59.31,68.54
ORD103667,2023-06-03,P1003,S008,C0398,6,0.0,167.46,80.52,86.94
ORD103668,2024-03-14,P1012,S002,C0101,2,0.05,271.19,142.26,128.93
ORD103669,2023-10-22,P1018,S013,C0376,1,0.1,61.42,49.17,12.25
ORD103670,2023-08-07,P1002,S006,C0305,3,0.1,107.43,82.86,24.57
ORD103671,2024-10-30,P1006,S013,C0344,3,0.0,562.32,377.1,185.22
ORD103672,2024-05-09,P1004,S002,C0202,2,0.1,321.37,184.32,137.05
ORD103673,2023-08-18,P1011,S001,C0287,2,0.15,131.22,94.72,36.5
ORD103674,2023-01-20,P1002,S003,C0058,1,0.05,37.8,27.62,10.18
ORD103675,2024-07-06,P1024,S008,C0014,3,0.2,296.59,252.81,43.78
ORD103676,2023-05-28,P1001,S003,C0334,1,0.15,173.71,111.14,62.57
ORD103677,2023-04-18,P1014,S008,C0262,1,0.1,109.77,90.9,18.87
ORD103678,2024-02-07,P1019,S015,C0307,1,0.05,167.92,104.21,63.71
ORD103679,2024-08-18,P1010,S008,C0183,1,0.0,133.6,93.72,39.88
ORD103680,2024-04-27,P1007,S009,C0157,2,0.1,82.71,62.72,19.99
ORD103681,2024-01-02,P1010,S004,C0365,2,0.15,227.12,187.44,39.68
ORD103682,2024-02-18,P1029,S010,C0266,1,0.0,18.41,11.56,6.85
ORD103683,2023-11-05,P1028,S001,C0082,1,0.0,26.33,17.83,8.5
ORD103684,2023-05-14,P1027,S005,C0098,4,0.05,742.06,366.8,375.26
ORD103685,2024-12-19,P1015,S015,C0091,3,0.15,345.04,279.27,65.77
ORD103686,2023-10-10,P1004,S015,C0029,3,0.15,455.28,276.48,178.8
ORD103687,2023-03-14,P1010,S001,C0071,4,0.2,427.52,374.88,52.64
ORD103688,2024-04-25,P1002,S004,C0129,2,0.0,79.58,55.24,24.34
ORD103689,2023-12-18,P1003,S015,C0176,8,0.05,212.12,107.36,104.76
ORD103690,2024-07-13,P1005,S013,C0327,1,0.0,17.35,7.98,9.37
ORD103691,2023-11-22,P1021,S007,C0134,4,0.0,84.6,39.96,44.64
ORD103692,2024-03-18,P1010,S010,C0237,2,0.0,267.2,187.44,79.76
ORD103693,2023-04-10,P1029,S015,C0121,3,0.15,46.95,34.68,12.27
ORD103694,2023-02-28,P1005,S012,C0379,3,0.05,49.45,23.94,25.51
ORD103695,2024-05-22,P1019,S001,C0144,2,0.2,282.82,208.42,74.4
ORD103696,2023-09-15,P1024,S008,C0263,3,0.15,315.13,252.81,62.32
ORD103697,2024-02-17,P1015,S003,C0055,4,0.2,432.99,372.36,60.63
ORD103698,2024-03-27,P1025,S009,C0206,1,0.0,290.83,145.59,145.24
ORD103699,2023-03-06,P1010,S006,C0367,1,0.15,113.56,93.72,19.84
ORD103700,2024-08-17,P1011,S005,C0117,3,0.05,219.99,142.08,77.91
ORD103701,2023-06-03,P1027,S011,C0143,6,0.0,1171.68,550.2,621.48
ORD103702,2023-09-23,P1004,S002,C0071,6,0.1,964.12,552.96,411.16
ORD103703,2023-03-20,P1028,S008,C0111,2,0.15,44.76,35.66,9.1
ORD103704,2023-11-11,P1028,S012,C0079,1,0.05,25.01,17.83,7.18
ORD103705,2024-10-23,P1006,S004,C0088,5,0.05,890.34,628.5,261.84
ORD103706,2024-07-13,P1022,S008,C0234,1,0.1,72.58,42.52,30.06
ORD103707,2023-09-05,P1001,S013,C0042,1,0.0,204.36,111.14,93.22
ORD103708,2024-09-01,P1014,S014,C0288,4,0.05,463.49,363.6,99.89
